2018;4;20;21;0;17.24;65.00;1017.80;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.89;15.60;108.85;20.27;109.72;26.98;108.68;19.08;0.013;0.0;
2018;4;20;22;0;16.38;62.00;1019.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;13.78;109.86;18.16;103.76;27.55;107.49;12.60;0;0.0;
2018;4;20;23;0;15.54;59.00;1020.40;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;10.50;120.96;12.59;120.96;35.55;105.87;15.48;0;0.0;
2018;4;21;0;0;15.14;62.00;1021.20;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;6.41;141.84;8.65;135.00;33.53;104.93;11.88;0;0.0;
2018;4;21;1;0;14.91;62.00;1021.20;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;3.24;180.00;4.74;171.25;33.93;109.20;9.36;0;0.0;
2018;4;21;2;0;14.74;63.00;1021.90;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;2.28;251.57;1.53;225.00;32.56;108.03;8.64;0;0.0;
2018;4;21;3;0;14.61;63.00;1022.30;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;3.22;333.43;2.90;352.87;29.88;111.93;6.84;0;0.0;
2018;4;21;4;0;14.08;65.00;1021.50;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;5.76;360.00;5.51;11.31;25.54;111.50;14.40;0;0.0;
2018;4;21;5;0;13.60;67.00;1021.90;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;7.28;8.53;6.12;28.07;24.16;114.66;12.96;0;0.0;
2018;4;21;6;0;13.22;67.00;1022.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;7.21;357.14;6.85;3.01;23.67;116.18;10.80;0;0.0;
2018;4;21;7;0;13.32;68.00;1022.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;7.42;337.17;8.67;355.24;20.06;111.04;10.44;0.02;218.03;
2018;4;21;8;0;15.05;61.00;1022.30;0.00;0.10;0.00;0.00;95.00;0.00;0.00;95.00;0.00;99.68;5.01;338.96;6.03;342.65;18.56;108.08;13.68;31.219;627.27;
2018;4;21;9;0;15.76;57.00;1022.50;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;202.03;2.90;150.26;2.62;164.05;11.09;103.13;5.40;94.266;784.78;
2018;4;21;10;0;15.98;58.00;1023.10;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;197.58;5.48;156.80;4.02;169.70;6.64;102.53;5.76;119.934;859.86;
2018;4;21;11;0;17.56;54.00;1022.80;0.00;0.00;0.00;0.00;39.00;0.00;0.00;39.00;35.11;365.79;6.21;169.99;5.04;180.00;6.37;132.71;6.48;129.548;899.47;
2018;4;21;12;0;18.89;48.00;1022.70;0.00;0.00;0.00;0.00;2.00;0.00;0.00;2.00;58.72;665.72;4.10;164.74;2.88;180.00;4.80;167.01;13.32;131.916;919.67;
2018;4;21;13;0;19.41;47.00;1022.30;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;606.98;2.97;104.04;2.55;98.13;1.80;180.00;13.32;127.325;926.71;
2018;4;21;14;0;20.29;45.00;1021.50;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;832.15;5.15;102.09;6.21;100.01;0.72;90.00;7.56;127.608;922.47;
2018;4;21;15;0;21.57;40.00;1021.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;853.51;4.39;145.01;4.02;153.43;4.20;149.04;10.80;126.947;905.83;
2018;4;21;16;0;21.95;38.00;1020.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;776.97;4.69;147.53;4.68;157.38;4.39;145.01;11.16;127.642;871.92;
2018;4;21;17;0;22.02;38.00;1020.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;654.15;5.50;148.39;5.00;149.74;4.61;141.34;9.72;127.669;808.05;
2018;4;21;18;0;21.79;38.00;1019.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;495.73;7.49;144.78;6.49;146.31;7.15;139.09;12.24;114.901;679.03;
2018;4;21;19;0;21.20;40.00;1019.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;315.06;8.37;154.54;7.90;155.77;8.22;151.19;12.96;89.34;361.45;
2018;4;21;20;0;19.28;46.00;1019.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.87;122.82;8.23;156.80;11.17;159.23;7.42;157.17;11.52;32.037;0.0;
2018;4;21;21;0;17.56;50.00;1018.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.67;6.61;150.64;14.49;153.43;5.96;154.98;12.24;0.321;0.0;
2018;4;21;22;0;16.50;53.00;1019.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.32;90.00;10.95;136.33;4.39;145.01;9.00;0;0.0;
2018;4;21;23;0;15.93;56.00;1020.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.59;75.07;9.36;112.62;1.61;153.43;9.36;0;0.0;
2018;4;22;0;0;15.04;60.00;1020.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.96;360.00;2.04;135.00;0.36;90.00;5.04;0;0.0;
2018;4;22;1;0;14.50;61.00;1020.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.49;326.31;3.62;275.71;1.44;360.00;3.24;0;0.0;
2018;4;22;2;0;13.93;60.00;1020.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.29;325.62;6.11;315.00;3.22;333.43;5.04;0;0.0;
2018;4;22;3;0;13.31;62.00;1020.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.20;329.42;9.45;310.36;5.19;326.31;7.92;0;0.0;
2018;4;22;4;0;12.54;66.00;1020.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.31;335.22;15.79;313.15;7.65;311.19;10.08;0;0.0;
2018;4;22;5;0;11.30;71.00;1020.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.44;335.85;18.63;318.92;10.23;309.29;14.40;0;0.0;
2018;4;22;6;0;10.89;72.00;1019.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.20;334.13;21.87;339.78;9.93;313.53;16.92;0;0.0;
2018;4;22;7;0;10.93;72.00;1020.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.09;0.89;15.14;334.65;28.95;338.86;10.01;307.69;22.68;0.023;230.6;
2018;4;22;8;0;14.03;65.00;1019.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;105.91;15.38;327.43;28.08;337.38;11.21;317.60;18.36;34.264;630.35;
2018;4;22;9;0;17.33;57.00;1019.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;297.26;15.50;329.26;19.65;331.56;13.48;325.89;20.88;97.632;785.24;
2018;4;22;10;0;20.07;51.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;483.27;12.10;329.62;13.22;330.64;13.98;325.49;15.48;122.414;859.45;
2018;4;22;11;0;22.22;45.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;645.25;7.99;324.16;8.29;325.62;14.39;328.30;9.72;128.834;898.69;
2018;4;22;12;0;23.85;38.00;1017.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;772.52;4.33;318.37;4.84;318.01;9.18;334.44;6.84;128.274;918.72;
2018;4;22;13;0;25.04;34.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;854.40;0.00;180.00;0.00;180.00;5.35;340.35;5.04;129.567;925.68;
2018;4;22;14;0;25.80;32.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;883.77;4.83;153.43;5.15;155.22;0.72;90.00;5.40;129.931;921.42;
2018;4;22;15;0;26.55;27.00;1015.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;860.63;7.65;131.19;6.19;125.54;5.50;121.61;7.56;127.698;904.84;
2018;4;22;16;0;26.82;28.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;784.09;8.91;136.64;8.40;136.74;7.39;136.97;7.56;118.21;871.08;
2018;4;22;17;0;26.76;27.00;1014.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;660.38;10.01;142.31;9.96;139.40;9.50;142.70;8.64;133.007;807.64;
2018;4;22;18;0;26.42;27.00;1014.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;499.29;10.69;147.38;10.30;143.53;11.18;146.82;10.08;114.628;679.9;
2018;4;22;19;0;25.42;32.00;1013.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;318.62;10.63;151.70;12.24;151.93;10.69;147.38;10.80;89.533;367.42;
2018;4;22;20;0;22.56;50.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.87;125.49;7.29;147.09;11.27;153.43;7.20;143.13;6.48;32.711;0.0;
2018;4;22;21;0;20.05;60.00;1013.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.56;6.41;38.16;7.64;45.00;5.63;153.43;11.88;0.331;0.0;
2018;4;22;22;0;18.83;55.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.92;360.00;7.93;357.40;5.01;158.96;12.60;0;0.0;
2018;4;22;23;0;16.42;63.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.32;330.75;18.84;333.92;2.55;171.87;15.12;0;0.0;
2018;4;23;0;0;15.30;71.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.97;318.99;22.78;328.57;3.40;327.99;19.08;0;0.0;
2018;4;23;1;0;15.88;63.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.18;325.01;25.60;334.16;3.83;311.19;14.04;0;0.0;
2018;4;23;2;0;14.62;75.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.94;334.59;29.08;338.20;8.59;326.98;27.00;0;0.0;
2018;4;23;3;0;14.66;72.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.92;336.16;33.39;348.81;14.02;318.12;24.84;0;0.0;
2018;4;23;4;0;13.90;75.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.58;337.11;30.22;347.62;17.94;321.52;24.48;0;0.0;
2018;4;23;5;0;13.96;73.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.12;333.43;32.84;344.74;22.27;325.54;25.56;0;0.0;
2018;4;23;6;0;13.76;74.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.81;329.89;37.11;341.92;18.53;335.92;27.36;0;0.0;
2018;4;23;7;0;13.62;72.00;1014.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.48;0.89;21.18;328.20;36.32;340.31;13.34;356.91;28.80;0.04;242.7;
2018;4;23;8;0;16.11;64.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;109.47;20.68;328.52;31.73;335.18;12.02;8.62;34.20;26.899;633.27;
2018;4;23;9;0;19.08;55.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;299.93;20.50;329.38;26.24;333.08;10.31;12.09;29.52;86.116;785.65;
2018;4;23;10;0;22.12;48.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;485.05;16.12;330.57;19.00;332.95;7.77;13.39;19.08;114.089;859.01;
2018;4;23;11;0;24.50;41.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;646.14;6.44;333.43;7.24;333.43;3.71;29.05;10.08;127.899;897.89;
2018;4;23;12;0;25.90;36.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;771.63;4.39;145.01;5.80;150.26;0.00;180.00;4.32;128.748;917.76;
2018;4;23;13;0;26.54;35.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;851.73;9.45;139.64;9.96;139.40;5.80;150.26;7.56;125.512;924.65;
2018;4;23;14;0;27.09;34.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;881.10;8.50;143.62;6.92;141.34;6.64;139.40;7.56;127.088;920.38;
2018;4;23;15;0;27.77;31.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;855.29;7.41;150.95;6.61;150.64;5.62;140.19;9.36;126.608;903.84;
2018;4;23;16;0;27.96;29.00;1012.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;776.08;7.41;150.95;6.61;150.64;4.84;138.01;9.72;124.239;870.24;
2018;4;23;17;0;27.81;30.00;1012.00;0.00;0.00;0.00;0.00;0.30;1.00;0.00;0.00;59.81;652.37;7.41;150.95;6.79;147.99;5.40;143.13;9.72;120.099;807.22;
2018;4;23;18;0;27.54;30.00;1012.30;0.00;0.00;0.00;0.00;0.30;1.00;0.00;0.00;59.81;497.51;7.41;150.95;6.79;147.99;5.90;142.43;10.08;107.721;680.74;
2018;4;23;19;0;26.79;31.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;317.73;7.73;152.24;7.59;148.57;6.64;139.40;11.16;81.616;373.21;
2018;4;23;20;0;24.65;34.00;1012.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.88;127.27;9.03;156.50;13.85;152.10;8.53;152.35;12.96;28.26;0.0;
2018;4;23;21;0;22.36;40.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.56;9.45;139.64;19.60;135.74;11.25;172.65;14.40;0.373;0.0;
2018;4;23;22;0;20.31;48.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.42;104.04;13.10;127.18;13.45;164.48;13.32;0;0.0;
2018;4;23;23;0;19.42;49.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.61;26.57;4.07;135.00;12.29;148.17;8.28;0;0.0;
2018;4;24;0;0;19.12;47.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.35;312.27;3.60;270.00;9.00;143.13;7.56;0;0.0;
2018;4;24;1;0;18.70;45.00;1015.00;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;0.00;0.00;9.50;322.70;10.09;325.18;4.61;141.34;7.56;0;0.0;
2018;4;24;2;0;17.22;52.00;1015.50;0.00;0.00;0.00;0.00;1.80;6.00;0.00;0.00;0.00;0.00;10.81;330.02;13.76;312.88;1.30;56.31;10.08;0;0.0;
2018;4;24;3;0;16.54;55.00;1015.60;0.00;0.00;0.00;0.00;1.20;4.00;0.00;0.00;0.00;0.00;12.07;333.43;19.35;315.00;3.98;5.19;14.40;0;0.0;
2018;4;24;4;0;15.74;57.00;1015.10;0.00;0.00;0.00;0.00;1.80;6.00;0.00;0.00;0.00;0.00;13.85;332.10;25.26;319.04;6.52;353.66;16.56;0;0.0;
2018;4;24;5;0;15.58;59.00;1015.30;0.00;0.00;0.00;0.00;1.20;4.00;0.00;0.00;0.00;0.00;16.90;333.43;29.30;333.75;9.83;351.57;19.44;0;0.0;
2018;4;24;6;0;14.72;62.00;1015.30;0.00;0.00;0.00;0.00;0.30;1.00;0.00;0.00;0.00;0.00;18.19;332.93;34.76;338.75;12.78;350.27;22.32;0;0.0;
2018;4;24;7;0;14.80;63.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.86;1.78;17.91;329.83;34.03;336.96;11.57;354.64;23.40;0.031;254.33;
2018;4;24;8;0;18.25;55.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;113.92;16.28;324.90;29.95;334.36;9.01;357.71;19.80;33.511;636.04;
2018;4;24;9;0;21.52;48.00;1015.80;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;59.62;312.39;14.90;322.85;20.52;322.13;6.88;353.99;20.88;93.764;786.0;
2018;4;24;10;0;24.22;43.00;1016.50;0.00;0.00;0.00;0.00;3.60;12.00;0.00;0.00;57.70;490.39;10.51;321.95;13.39;323.75;4.21;340.02;15.48;116.449;858.54;
2018;4;24;11;0;26.46;37.00;1016.10;0.00;0.00;0.00;0.00;4.20;14.00;0.00;0.00;57.32;642.58;3.60;323.13;3.89;326.31;2.04;315.00;6.84;123.722;897.09;
2018;4;24;12;0;27.94;33.00;1015.40;0.00;0.00;0.00;0.00;4.80;16.00;0.00;0.00;56.94;758.28;5.63;153.43;5.96;154.98;1.14;198.43;4.32;125.153;916.79;
2018;4;24;13;0;28.70;30.00;1015.00;0.00;0.00;0.00;0.00;6.00;20.00;0.00;0.00;56.17;833.93;9.59;145.71;9.59;145.71;7.73;152.24;9.00;125.396;923.61;
2018;4;24;14;0;29.55;25.00;1015.10;0.00;0.00;0.00;0.00;6.90;23.00;0.00;0.00;55.60;862.41;9.22;141.34;8.44;140.19;8.40;149.04;9.72;126.155;919.33;
2018;4;24;15;0;29.88;20.00;1014.50;0.00;0.00;0.00;0.00;6.30;21.00;0.00;0.00;55.98;850.84;11.38;145.30;10.59;144.69;10.19;147.99;11.88;127.137;902.84;
2018;4;24;16;0;30.27;19.00;1013.90;0.00;0.00;0.00;0.00;6.30;21.00;0.00;0.00;55.98;771.63;11.18;146.82;10.88;145.78;12.56;152.70;10.80;124.327;869.4;
2018;4;24;17;0;30.45;21.00;1013.60;0.00;0.00;0.00;0.00;6.30;21.00;0.00;0.00;55.98;653.26;12.03;141.07;12.26;139.76;13.85;152.10;13.68;118.922;806.78;
2018;4;24;18;0;30.04;25.00;1012.90;0.00;0.00;0.00;0.00;3.90;13.00;0.00;0.00;57.51;499.29;7.70;127.41;8.53;117.65;7.49;125.22;7.56;95.955;681.54;
2018;4;24;19;0;28.87;28.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;325.74;9.35;344.36;13.36;345.96;14.66;335.32;11.52;63.543;378.84;
2018;4;24;20;0;25.03;43.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.88;128.16;14.18;293.96;25.07;285.83;28.71;262.07;14.76;27.604;0.0;
2018;4;24;21;0;21.08;51.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.45;13.04;309.40;20.29;295.20;25.50;300.55;14.04;0.742;0.0;
2018;4;24;22;0;20.21;51.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.84;320.91;23.09;300.96;27.29;300.96;14.76;0;0.0;
2018;4;24;23;0;17.49;59.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.67;326.63;23.95;312.56;28.66;302.69;16.20;0;0.0;
2018;4;25;0;0;16.65;54.00;1015.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.17;326.98;28.37;324.29;28.17;305.11;17.28;0;0.0;
2018;4;25;1;0;16.19;55.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.55;334.49;34.15;335.06;26.23;313.33;15.84;0;0.0;
2018;4;25;2;0;15.16;61.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.16;334.40;34.30;339.09;22.96;318.81;15.84;0;0.0;
2018;4;25;3;0;14.76;63.00;1016.40;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;0.00;0.00;20.95;335.64;35.46;344.69;21.76;321.04;24.84;0;0.0;
2018;4;25;4;0;13.94;58.00;1015.80;0.00;0.00;0.00;0.00;3.30;11.00;0.00;0.00;0.00;0.00;22.70;332.62;35.86;342.47;19.48;332.49;25.92;0;0.0;
2018;4;25;5;0;13.59;55.00;1016.40;0.00;0.00;0.00;0.00;2.70;9.00;0.00;0.00;0.00;0.00;24.15;333.43;37.24;343.14;22.07;326.31;28.08;0;0.0;
2018;4;25;6;0;12.90;53.00;1016.50;0.00;0.00;0.00;0.00;2.40;8.00;0.00;0.00;0.00;0.00;24.95;333.43;39.62;342.55;25.16;326.08;30.24;0;0.0;
2018;4;25;7;0;12.99;50.00;1016.60;0.00;0.00;0.00;0.00;3.00;10.00;0.00;0.00;18.61;2.67;25.60;334.16;40.45;343.98;27.29;329.04;30.96;0.044;265.48;
2018;4;25;8;0;16.16;44.00;1016.90;0.00;0.00;0.00;0.00;4.80;16.00;0.00;0.00;56.94;130.83;26.41;334.13;32.57;339.96;23.68;331.88;30.96;30.896;638.66;
2018;4;25;9;0;19.29;39.00;1016.70;0.00;0.00;0.00;0.00;6.90;23.00;0.00;0.00;55.60;323.07;24.48;331.93;29.14;334.38;21.92;330.49;27.72;90.918;786.31;
2018;4;25;10;0;22.54;32.00;1016.80;0.00;0.00;0.00;0.00;11.00;24.00;11.00;0.00;52.98;503.74;23.36;331.46;27.21;334.11;19.97;332.05;24.84;118.006;858.06;
2018;4;25;11;0;25.74;26.00;1016.30;0.00;0.00;0.00;0.00;9.00;21.00;9.00;0.00;54.26;659.49;20.14;331.14;22.71;334.65;16.90;333.43;23.40;129.837;896.27;
2018;4;25;12;0;28.13;19.00;1015.50;0.00;0.00;0.00;0.00;5.70;19.00;4.00;0.00;56.36;779.64;14.97;332.82;16.92;336.16;12.57;336.37;15.12;131.363;915.82;
2018;4;25;13;0;29.48;15.00;1015.10;0.00;0.00;0.00;0.00;24.00;33.00;24.00;0.00;44.68;853.51;8.09;339.15;9.11;341.57;10.74;346.43;8.28;127.12;922.57;
2018;4;25;14;0;29.84;14.00;1014.60;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;825.92;1.14;71.57;1.14;71.57;1.94;21.80;3.24;125.917;918.28;
2018;4;25;15;0;30.18;14.00;1014.30;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;723.57;5.90;127.57;5.90;127.57;3.88;111.80;6.48;124.188;901.84;
2018;4;25;16;0;30.29;15.00;1013.90;0.00;0.00;0.00;0.00;68.00;100.00;68.00;0.00;16.60;686.19;7.70;127.41;6.79;122.01;6.30;120.96;7.20;109.443;868.55;
2018;4;25;17;0;30.26;16.00;1013.60;0.00;0.00;0.00;0.00;52.00;100.00;52.00;0.00;26.81;630.12;6.49;123.69;5.63;116.57;5.99;122.74;7.20;106.306;806.34;
2018;4;25;18;0;29.89;17.00;1013.10;0.00;0.00;0.00;0.00;23.10;77.00;9.00;0.00;45.26;493.95;5.62;129.81;5.69;124.70;5.60;135.00;6.48;102.89;682.3;
2018;4;25;19;0;29.09;20.00;1013.00;0.00;0.20;0.00;0.00;5.40;18.00;0.00;0.00;56.55;331.08;5.60;135.00;6.11;135.00;5.90;142.43;6.12;73.203;384.31;
2018;4;25;20;0;27.37;22.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.89;145.07;5.09;135.00;8.50;143.62;6.12;151.93;7.92;27.157;0.0;
2018;4;25;21;0;24.97;27.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.34;7.21;92.86;14.02;119.20;9.93;133.53;8.28;0.456;0.0;
2018;4;25;22;0;21.74;44.00;1014.40;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.71;60.26;15.16;94.09;12.50;138.50;12.60;0;0.0;
2018;4;25;23;0;20.85;49.00;1015.10;0.00;0.00;0.00;0.00;0.30;1.00;0.00;0.00;0.00;0.00;6.95;338.75;3.62;84.29;9.18;131.82;7.56;0;0.0;
2018;4;26;0;0;19.03;52.00;1015.20;0.00;0.00;0.00;0.00;4.80;16.00;3.00;0.00;0.00;0.00;11.71;315.00;11.79;301.26;6.73;105.52;7.56;0;0.0;
2018;4;26;1;0;18.47;60.00;1015.30;0.00;0.00;0.00;0.00;8.00;9.00;8.00;0.00;0.00;0.00;13.48;325.89;24.97;317.34;5.51;101.31;15.84;0;0.0;
2018;4;26;2;0;18.21;56.00;1015.30;0.00;0.00;0.00;0.00;19.00;7.00;19.00;0.00;0.00;0.00;13.39;323.75;18.44;321.34;5.00;120.26;20.88;0;0.0;
2018;4;26;3;0;17.54;58.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.60;323.13;17.87;325.67;3.32;139.40;12.60;0;0.0;
2018;4;26;4;0;17.34;57.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.89;324.09;18.50;322.91;0.36;90.00;13.32;0;0.0;
2018;4;26;5;0;16.84;57.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.98;325.49;22.57;326.06;2.52;360.00;19.44;0;0.0;
2018;4;26;6;0;16.36;58.00;1014.80;0.00;0.00;0.00;0.00;2.00;0.00;2.00;0.00;0.00;0.00;16.08;325.95;26.16;325.65;4.38;9.46;21.96;0;0.0;
2018;4;26;7;0;16.33;59.00;1015.20;0.00;0.00;0.00;0.00;25.00;0.00;25.00;0.00;15.10;3.56;17.50;323.37;28.51;322.70;4.80;12.99;24.48;0.056;276.17;
2018;4;26;8;0;18.75;56.00;1015.00;0.00;0.00;0.00;0.00;5.00;0.00;5.00;0.00;56.81;130.83;16.32;318.58;27.66;321.34;4.10;15.26;21.60;30.433;641.15;
2018;4;26;9;0;21.79;49.00;1015.20;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;59.62;315.06;14.57;320.01;18.63;318.92;3.40;32.01;20.16;88.694;786.56;
2018;4;26;10;0;24.46;41.00;1015.50;0.00;0.00;0.00;0.00;3.90;13.00;2.00;0.00;57.51;493.06;8.94;319.90;10.23;320.71;2.97;75.96;11.16;115.177;857.56;
2018;4;26;11;0;26.63;34.00;1015.10;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;59.62;643.47;1.14;198.43;1.94;201.80;4.80;102.99;3.60;126.478;895.45;
2018;4;26;12;0;27.85;30.00;1014.60;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;768.96;8.59;146.98;8.09;147.72;6.92;117.90;8.28;125.666;914.85;
2018;4;26;13;0;28.69;28.00;1013.50;0.00;0.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;849.95;10.30;143.53;9.79;143.97;9.93;136.47;10.44;124.295;921.53;
2018;4;26;14;0;29.49;26.00;1013.20;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;878.43;10.69;135.00;10.20;132.14;10.74;129.56;10.08;125.329;917.23;
2018;4;26;15;0;29.36;27.00;1011.30;0.00;0.00;0.00;0.00;12.00;0.00;12.00;10.00;52.34;796.55;8.71;128.29;8.50;126.38;8.09;122.28;7.20;128.289;900.84;
